sentence,char_count,token_count
ཁྱིམ་གྱི་ཇོ་བདག་གཞན་ ཁོ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ མཁོ་སྒྲུབ་འབད་ནིའི་དོན་ལུ་ ཐིམ་ཕུ ས་ཁོངས་༩༣ འཐོབ་ནི་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབྱུང་ཡི་ཟེར་ཨིན་པས།,153,39
ཁྱིམ་གྱི་ཇོ་བདག་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརྒྱབ་སྐྱོར་འབད་དོ་བཟུམ་སྦེ་ ཤེས་ཡོན ལས་ ལུང་ཕྱོགས་མཉམ་འབྲེལ་པ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའབྲུག་གི་རིག་རྩལ་ཅན་གྱི་ དགེ་འདུན་པ གདམ་ཁ་རྐྱབ་འོང་ཟེར་ཨིན་པས།,190,46
ཁྱིམ་གྱི་ཇོ་བདག་ སྒེར་སྡེ་ལཱ་གཡོག་བྱིན་མི་ཚུ་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལས་ ཀུན་གསལ ལུང་ཕྱོགས་མཉམ་འབྲེལ་པ་ བསྐྱེད་དོ་ཡོདཔ་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགདམ་ཁ་རྐྱབ་འོང་ཟེར་ཨིན་པས།,177,43
ཁྱིམ་གྱི་ཇོ་བདག་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབསྐྱེད་དོ་ཡོདཔ་ལས་ རྫོང གོ་སྐབས་ལེན་པར་ སླབ་མིའི་ནང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཆུ་དུང་བཅོ་མི་གི་ དར་ལྡན ཞབས་ཏོག་བྱིན་དོ་ཡོདཔ་ཨིན་པས།,171,42
ཁྱིམ་གྱི་ཇོ་བདག་ ལས་མི་ཚུ་གི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ གོ་སྐབས་ལེན་པར་ རི་མོ སླབ་མིའི་ནང་ ཡོངས་འབྲེལ་འཆར་སྒོ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཞབས་ཏོག་བྱིན་དོ་ཡོདཔ་ཨིན་པས།,166,42
ཁྱིམ་གྱི་ཇོ་བདག་ ཀརྨ ལས་མི་ཚུ་གི་ འཕྲལ་འཕྲལ་འོང་འབབ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསླབ་མིའི་ནང་ སྟག་ཚང ཡོངས་འབྲེལ་འཆར་སྒོ་གིས་ འཚོལ་ཞིབ་འབད་ནི་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,165,41
བསམ་རྩེ་ལུ་ ལྕགས་ར་བསྒོར་མི་གིས་ སོ་ནམ་པ་ཚུ་ལུ་ སྲུང་སྐྱོབ་འབད་ཚུགས་ནི།,71,18
རི་ཕག་ཚུ་ལུ་སྲུང་སྐྱོབ་འབད་ཚུགས་ནི་དང་ མོག་མོག མཐུན་རྐྱེན་གཙོ་བོ་འཁོར་ལམ་དང་ ས་མཚམས་ཀྱི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ སྤྲོ་བ་བསྐྱེད་འོང་ཟེར་ཨིན་པས།,143,36
ནགས་ཚལ་གྱིས་ འབྲུག་འཕྲིན་གླིང་ ཕན་ཐོགས་འབྱུང་ཚུགས་ཟེར་ ཕན་ཐོགས་འབྱུང་ཚུགས་ནི་མས་ཟེར་ཨིན་པས།,91,20
མི་སྡེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམཐུན་རྐྱེན་གཙོ་བོ་འཁོར་ལམ་དང་ འཆར་སྤྱོད ས་མཚམས་ཀྱི་ ཆོས་བདག་གླིང་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཕན་ཐོགས་འབྱུང་ཚུགས་ཟེར་ ཉེས་ཚོགས ཕན་ཐོགས་འབྱུང་ཚུགས་ནི་མས་ཟེར་ཨིན་པས།,194,46
མི་སྡེ་ བཟའ་སྤྱོད་ཉེན་སྲུང་མེདཔ་བཟོ་ཡི་ཟེར་ཨིན་པས།,50,12
རྒཔོ་ཕ་ཏ་སིང་ག་ལེ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལས་མཚམས་ཀྱི་ བཀྲ་ཤིས ཆོས་བདག་གླིང་ལུ་ འཛུགས་སྐྱོང་འབད་མི་ལོ་ཐོག་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཕན་ཐོགས་འབྱུང་ཚུགས་ནི་མས་ཟེར་ཨིན་པས།,174,44
མི་སྡེ་ བསོད་ནམས་ བཟའ་སྤྱོད་ཉེན་སྲུང་མེདཔ་བཟོ་ཡི་ཟེར་ཨིན་པས།,60,14
རྒཔོ་ཕ་ཏ་སིང་ག་ལེ་གིས་ སྤྱི་འོག་ནང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཆོས་བདག་གླིང་ལུ་ གྲོང་ཚོ འཛུགས་སྐྱོང་འབད་མི་ལོ་ཐོག་ཚུ་ མི་སེར་ཚུ་དབུགས་འགམ་པའི་ཁར་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཟའ་སྤྱོད་ཉེན་སྲུང་མེདཔ་བཟོ་ཡི་ཟེར་ཨིན་པས།,209,52
ད་རེས་ཀྱི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཡར་སེང་འབད་ཚུགས་ཟེར་ཨིནམ་ད་ འབྲུག་གི་གནས་ཚུལ སོ་ནམ་པ་ཞིང་སྤང་བཞག་མི་ཚུ་ ས་ཆའི་གནས་གོང་ཚུ་ཡང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལྕགས་ར་དེ་གིས་ སྤུ་ན་ཁ བཀོག་བཞག་དོ་ཡོདཔ་ཨིན་པས།,200,54
ད་རེས་ཀྱི་ ཕན་ཐོགས་བྱུང་ཡོད་རུང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསོ་ནམ་པ་ཞིང་སྤང་བཞག་མི་ཚུ་ མཆོད་རྟེན ས་ཆའི་གནས་གོང་ཚུ་ཡང་ འགོ་བཙུགས་འོང་ཟེར་ཨིནམ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ བཀོག་བཞག་དོ་ཡོདཔ་ཨིན་པས།,190,49
ད་རེས་ཀྱི་ རིག་གཞུང ཕན་ཐོགས་བྱུང་ཡོད་རུང་ རི་དྭགས་སེམས་ཅན་ཚུ་སྲུང་སྐྱོབ་འབད་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལས་ཆའི་གནས་གོང་ཚུ་ཡང་ འགོད་རིམ འགོ་བཙུགས་འོང་ཟེར་ཨིནམ་ད་ འདི་ཚུ་མར་ཕབ་འབད་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,205,52
"རྒྱལ་ཡོངས་ནུས་ཤུགས་སྲིད་བྱུས་༢༠༢༥ ཅན་མ་གིས་ སྤྱི་ལོ་༢༠༤༠ ལུ་ གློག་ཤུགས་མེ་ག་ཝཊ་༢༥,༠༠༠ གི་དམིགས་འཆར།",99,23
༉ རྒྱལ་ཡོངས་ནུས་ཤུགས་སྲིད་བྱུས་༢༠༢༥ ཅན་མ་དེ་ ཁ་ཙ་ གཞུང་འབྲེལ་ཐོག་ལས་ འགོ་འབྱེད་འབད་ཡོདཔ་ད་ དེ་ཡང་ དམིགས་ཡུལ་ཚུ་ རྒྱ་ཆེཝ་སྦེ་ར་བསྐྱེད་དེ་ དེང་སེང་གི་གཞི་རྟེན་མཐུན་རྐྱེན་དང་ ཕན་ནུས་ཅན་ ཡུན་རིང་གི་ཡུན་བརྟན་དོན་ལུ་ ལམ་བཟང་དོ་ཡོདཔ་ཨིན་པས།,233,57
སྒོ་ཕྱེ་ནི་ཨིན་ཟེར་ཨིན་པས།,26,7
ཉི་དྲོད་ནུས་ཤུགས་ལས་འགུལ་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགསརཔ་འགོ་འབྱེད་འབད་མི་གིས་ བླ་མ མདུན་ལམ་བཟང་ནི་དོན་ལུ་ གནད་དོན་དང་འཁྲིལ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགི་ རྩོམ་རིག མཉམ་འབྲེལ་ཐོག་འབད་ནི་ཨིན་པས།,191,47
ཉི་དྲོད་ནུས་ཤུགས་ལས་འགུལ་དེ་ ལག་ལེན་འཐབ་ནི་ཚུ་ཡོདཔ་ཨིན་པས།,58,15
རྒྱལ་ཡོངས་ནུས་ཤུགས་སྲིད་བྱུས་༢༠༢༥ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམདུན་ལམ་བཟང་ནི་དོན་ལུ་ ཐིམ་ཕུ གནད་དོན་དང་འཁྲིལ་ རྒྱལ་ཡོངས་ནུས་ཤུགས་སྲིད་བྱུས་༢༠༢༥ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,164,39
གསོལ་ཆུ་གློག་མེ་ལས་འགུལ་ ལག་ལེན་གྱི་དོན་ལས་ གཞུང་འབྲེལ་ཐོག་རྩིས་སྤྲོད།,70,16
༉ ཧཱ་གསང་སྦས་ཁ་ལུ་ བཟོ་སྐྲུན་འབད་མི་ མེ་ག་ཝཱཊ་༡༨ འབད་མི་ གསོལ་ཆུ་གློག་མེ་ལས་འགུལ་དེ་ ཁ་ཙ་ བཟོ་སྐྲུན་དང་ ཐོན་སྐྱེད་ལས་ ལག་ལེན་ཧྲིལ་བུ་དང་ རྒྱུན་སྐྱོང་གི་དོན་ལུ་ གཞུང་འབྲེལ་ཐོག་ རྩིས་སྤྲོད་འབད་ནུག།,195,48
གློག་མེ་འཕྲུལ་ཁང་ཡང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསུ་ཇཱན་རའེ་དང་ གོ བཟོ་སྐྲུན་འབད་དེ་ འགོ་འབྱེད་འབད་ཡོདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཨི་ལེག་ཊོ་ཅ་ཆས་རྐྱངམ་གཅིག་ ཁྱི གནང་མི་དང་འཁྲིལ་ཨིན་པས།,182,46
གློག་མེ་འཕྲུལ་ཁང་ཡང་ གློག་མེ་ཐོན་སྐྱེད་འབད་ནིའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཟོ་སྐྲུན་འབད་དེ་ བདེ་སྨིན འགོ་འབྱེད་འབད་ཡོདཔ་ད་ གློག་མེ་འཕྲུལ་ཁང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགནང་མི་དང་འཁྲིལ་ཨིན་པས།,187,44
འཛམ་གླིང་རི་དྭགས་མ་དངུལ་གྱིས་ གཅན་གཟན་སྟག་གི་ གསར་བཏོན་མ་དངུལ་འགོ་འབྱེད།,72,17
ཁ་ཙ་ འཛམ་གླིང་རི་དྭགས་གཅན་གཟན་སྟག་གི་ ཉིནམ་དང་འབྲེལ་ ཨཱསི་ཊེ་ལི་ཡ་-འཛམ་གླིང་རི་དྭགས་མ་དངུལ་གྱིས་ གཞུང་འབྲེལ་ཐོག་ འཛམ་གླིང་གཅན་གཟན་སྟག་གི་ གསར་བཏོན་མ་དངུལ་ འགོ་འབྱེད་འབད་ཡོདཔ་ཨིན་པས།,181,43
བློ་གཏད་མ་དངུལ་གྱིས་ གནམ་འདུས་བཞིན་དུ མ་དངུལ་གྱིས་ ཁས་ལེན་འབད་ཡོདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ མི་སྡེ་ཚུ་དང་གཅིག་ཁར་ རྒྱུ་དཀའ།,126,32
ལས་རིམ་ཚུ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའཇལ་ཚད་ཀྱི་ དགེ་འདུན་པ ང་བཅས་རའི་ ཉིནམ་དང་འབྲེལ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསྲུང་སྐྱོབ་དང་ ཀུན་གསལ མཚན་རྟགས་བཀོད་ཡོདཔ་ཨིན་པས།,161,39
ལས་རིམ་ཚུ་གིས་ དེ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལང་བཅས་རའི་ ཁྱི ཉིནམ་དང་འབྲེལ་ འཛམ་གླིང་རི་དྭགས་མ་དངུལ་ཡིག་ཚང་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམཚན་རྟགས་བཀོད་ཡོདཔ་ཨིན་པས།,163,40
ལས་རིམ་དེ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདུས་ཅི་ འཆར་སྤྱོད མི་དང་གཅན་གཟན་སྟག་གི་བར་ནའི་ མཐའ་འཁོར་གནས་སྟངས་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ འབྲུག་ལུ་ དབྱེ་ཞིབ འགོ་འདྲེན་འཐབ་ཡོདཔ་ཨིན་པས།,178,44
ལས་རིམ་དེ་གིས་ འབྲུག་དེ་སྟག་དག་པ་ཅིག་ཡོད་མི་གྲས་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམི་དང་གཅན་གཟན་སྟག་གི་བར་ནའི་ རྡོ་རྗེ མཐའ་འཁོར་གནས་སྟངས་ལུ་ ལས་འགུལ་༩ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའགོ་འདྲེན་འཐབ་ཡོདཔ་ཨིན་པས།,195,50
